route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
L,B20130803SUN,B20130803SUN_115350_L..N01R,8 AV,0,,L..N01R
L,B20130803SUN,B20130803SUN_119900_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SUN,B20130803SUN_115950_L..N01R,8 AV,0,,L..N01R
L,B20130803SUN,B20130803SUN_120500_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SUN,B20130803SUN_116550_L..N01R,8 AV,0,,L..N01R
L,B20130803SUN,B20130803SUN_121100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SUN,B20130803SUN_117150_L..N01R,8 AV,0,,L..N01R
L,B20130803SUN,B20130803SUN_121700_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SUN,B20130803SUN_117750_L..N01R,8 AV,0,,L..N01R
L,B20130803SUN,B20130803SUN_122300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SUN,B20130803SUN_118350_L..N01R,8 AV,0,,L..N01R
L,B20130803SUN,B20130803SUN_122900_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SUN,B20130803SUN_118950_L..N01R,8 AV,0,,L..N01R
L,B20130803SUN,B20130803SUN_123500_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SUN,B20130803SUN_119550_L..N01R,8 AV,0,,L..N01R
L,B20130803SUN,B20130803SUN_124100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SUN,B20130803SUN_120150_L..N01R,8 AV,0,,L..N01R
L,B20130803SUN,B20130803SUN_124700_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SUN,B20130803SUN_120850_L..N01R,8 AV,0,,L..N01R
L,B20130803SUN,B20130803SUN_125300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SUN,B20130803SUN_121450_L..N01R,8 AV,0,,L..N01R
L,B20130803SUN,B20130803SUN_125900_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SUN,B20130803SUN_122050_L..N01R,8 AV,0,,L..N01R
L,B20130803SUN,B20130803SUN_126500_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SUN,B20130803SUN_122650_L..N01R,8 AV,0,,L..N01R
L,B20130803SUN,B20130803SUN_127100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SUN,B20130803SUN_123250_L..N01R,8 AV,0,,L..N01R
L,B20130803SUN,B20130803SUN_127700_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SUN,B20130803SUN_123850_L..N01R,8 AV,0,,L..N01R
L,B20130803SUN,B20130803SUN_128300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SUN,B20130803SUN_124450_L..N01R,8 AV,0,,L..N01R
L,B20130803SUN,B20130803SUN_128900_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SUN,B20130803SUN_125050_L..N01R,8 AV,0,,L..N01R
L,B20130803SUN,B20130803SUN_129500_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SUN,B20130803SUN_125650_L..N01R,8 AV,0,,L..N01R
L,B20130803SUN,B20130803SUN_130100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SUN,B20130803SUN_126250_L..N01R,8 AV,0,,L..N01R
L,B20130803SUN,B20130803SUN_130700_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SUN,B20130803SUN_126850_L..N01R,8 AV,0,,L..N01R
L,B20130803SUN,B20130803SUN_131400_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SUN,B20130803SUN_127550_L..N01R,8 AV,0,,L..N01R
L,B20130803SUN,B20130803SUN_132200_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SUN,B20130803SUN_128350_L..N01R,8 AV,0,,L..N01R
L,B20130803SUN,B20130803SUN_133000_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SUN,B20130803SUN_129150_L..N01R,8 AV,0,,L..N01R
L,B20130803SUN,B20130803SUN_133800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SUN,B20130803SUN_129950_L..N01R,8 AV,0,,L..N01R
L,B20130803SUN,B20130803SUN_134600_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SUN,B20130803SUN_130750_L..N01R,8 AV,0,,L..N01R
L,B20130803SUN,B20130803SUN_135400_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SUN,B20130803SUN_131550_L..N01R,8 AV,0,,L..N01R
L,B20130803SUN,B20130803SUN_136200_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SUN,B20130803SUN_132350_L..N01R,8 AV,0,,L..N01R
L,B20130803SUN,B20130803SUN_137000_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SUN,B20130803SUN_133250_L..N01R,8 AV,0,,L..N01R
L,B20130803SUN,B20130803SUN_138000_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SUN,B20130803SUN_134250_L..N01R,8 AV,0,,L..N01R
L,B20130803SUN,B20130803SUN_139000_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SUN,B20130803SUN_135250_L..N01R,8 AV,0,,L..N01R
L,B20130803SUN,B20130803SUN_140000_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SUN,B20130803SUN_136250_L..N01R,8 AV,0,,L..N01R
L,B20130803SUN,B20130803SUN_141000_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SUN,B20130803SUN_137250_L..N01R,8 AV,0,,L..N01R
L,B20130803SUN,B20130803SUN_142000_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SUN,B20130803SUN_138250_L..N01R,8 AV,0,,L..N01R
L,B20130803SUN,B20130803SUN_143000_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SUN,B20130803SUN_139300_L..N01R,8 AV,0,,L..N01R
L,B20130803SUN,B20130803SUN_144000_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SUN,B20130803SUN_140300_L..N01R,8 AV,0,,L..N01R
L,B20130803SUN,B20130803SUN_145000_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SUN,B20130803SUN_141300_L..N01R,8 AV,0,,L..N01R
L,B20130803SUN,B20130803SUN_146000_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SUN,B20130803SUN_142300_L..N01R,8 AV,0,,L..N01R
L,B20130803SUN,B20130803SUN_147000_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SUN,B20130803SUN_143500_L..N01R,8 AV,0,,L..N01R
L,B20130803SUN,B20130803SUN_148200_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
